0.000,511
0.020,511
0.041,511
0.062,511
0.085,511
0.109,511
0.133,511
0.159,511
0.186,511
0.214,511
0.244,511
0.275,511
0.308,511
0.342,511
0.378,511
0.417,511
0.457,511
0.500,511
0.543,511
0.588,511
0.636,511
0.688,511
0.742,511
0.800,511
0.862,511
0.929,511
1.000,511
1.087,511
1.182,511
1.286,507
1.400,462
1.526,425
1.667,393
1.824,364
2.000,338 
2.158,316 
2.333,293
2.529,273
2.750,254
3.000,236
